교과목명,분반,교수,개설학과전공,이수구분,영역,캠퍼스,학점/이론/실습,시간표,수업유형,수강안내 및 지정내용,평점,출결,시험,과제,조모임,성적,예측_강의력,예측_풀강
디지털 교육,2,신소영,교육학과,교직,영역없음,수정,1.0/1.0/0.0,목/4,일반,,2.58,직접호명,한 번,많음,보통,보통,나쁨,풀강
디지털 교육,3,신소영,교육학과,교직,영역없음,수정,1.0/1.0/0.0,목/5,일반,,2.58,직접호명,한 번,많음,보통,보통,나쁨,풀강
디지털 교육,4,신소영,교육학과,교직,영역없음,수정,1.0/1.0/0.0,목/6,일반,,2.58,직접호명,한 번,많음,보통,보통,나쁨,풀강
평생교육,1,노경란,교육학과,핵심전공,1영역,수정,3.0/3.0/0.0,화/4-6,일반(블렌디드형),기본이수과목,모름,모름,모름,모름,모름,모름,좋음,풀강
교육학의 이해,1,심형진,교육학과,핵심전공,1영역,수정,3.0/3.0/0.0,월/7-9,일반(블렌디드형),,3.78,직접호명,두 번,보통,보통,보통,나쁨,풀강
교육철학,1,심형진,교육학과,핵심전공,2영역,수정,3.0/3.0/0.0,화/7-9,일반(블렌디드형),기본이수과목,모름,모름,모름,모름,모름,모름,모름,모름
교육연구방법,1,강태훈,교육학과,핵심전공,2영역,수정,3.0/3.0/0.0,화/1-3,일반,기본이수과목,3.83,직접호명,두 번,보통,보통,보통,보통,풀강 아님
교수ㆍ학습이론,1,이혜민,교육학과,핵심전공,2영역,수정,3.0/3.0/0.0,수/7-9,일반,기본이수과목,3.86,전자출결,두 번,보통,많음,보통,좋음,풀강
교사론,1,강지영,교육학과,심화전공,3영역,수정,3.0/3.0/0.0,수/4-6,일반(블렌디드형),기본이수과목,4.8,직접호명,없음,보통,많음,보통,좋음,모름
교수설계,1,김은수,교육학과,심화전공,3영역,수정,3.0/2.0/1.0,목/7-9,일반,교강사 채용 예정,모름,모름,모름,모름,모름,모름,모름,모름
교육학 교과교육론,1,지은,교육학과,심화전공,3영역,수정,3.0/2.0/1.0,화/4-6,일반,교과교육과목(필수),모름,모름,모름,모름,모름,모름,모름,모름
교육통계,1,강태훈,교육학과,심화전공,4영역,수정,3.0/3.0/0.0,월/1-3,일반,,5,직접호명,모름,없음,없음,보통,좋음,풀강 아님
문화와 사회,1,조대훈,사회교육과,핵심전공,1영역,수정,3.0/3.0/0.0,화/4-6,일반,,4.28,직접호명,두 번,보통,없음,보통,좋음,풀강
법과 사회,1,이준복,사회교육과,핵심전공,1영역,수정,3.0/3.0/0.0,목/1-3,일반,,4.43,직접호명,한 번,보통,없음,보통,좋음,풀강 아님
인간과 사회,1,정영선,사회교육과,핵심전공,1영역,수정,3.0/3.0/0.0,수/4-6,일반,,4.81,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
자기이해 및 사회교육 진로탐색,1,조대훈,사회교육과,핵심전공,1영역,수정,1.0/1.0/0.0,화/8,일반,팀티칭 과목,5,모름,모름,모름,모름,모름,좋음,모름
거시경제원론,1,감지혜,사회교육과,핵심전공,2영역,수정,3.0/3.0/0.0,화/4-6,일반(블렌디드형),성신하이브리드러닝 강좌,2,모름,모름,모름,모름,모름,나쁨,모름
미국과 민주주의,1,서현진,사회교육과,핵심전공,2영역,수정,3.0/3.0/0.0,목/7-9,일반,,4.66,직접호명,두 번,보통,보통,보통,보통,풀강 아님
사회학자의 생애와 사상,1,정영선,사회교육과,핵심전공,2영역,수정,3.0/3.0/0.0,목/4-6,일반,,4.76,직접호명,두 번,보통,보통,보통,좋음,모름
일반사회 교과교육론,1,조대훈,사회교육과,심화전공,3영역,수정,3.0/2.0/1.0,금/4-6,일반,,4.29,직접호명,두 번,보통,보통,깐깐함,보통,모름
사회 논리 및 논술,1,송현정,사회교육과,심화전공,3영역,수정,3.0/2.0/1.0,월/7-9,일반,,1.77,전자출결,없음,많음,많음,보통,나쁨,풀강
금융경제와 금융교육,1,감지혜,사회교육과,심화전공,3영역,수정,3.0/3.0/0.0,수/4-6,일반(블렌디드형),성신하이브리드러닝 강좌 / 외국어(영어) 강좌,모름,모름,모름,모름,모름,모름,모름,모름
민주정치와 시민교육,1,서현진,사회교육과,심화전공,3영역,수정,3.0/3.0/0.0,수/7-9,일반,,4.83,직접호명,두 번,보통,없음,보통,좋음,모름
글로벌·다문화시대의 교수법,1,조대훈,사회교육과,심화전공,4영역,수정,3.0/3.0/0.0,목/7-9,일반,,4.6,직접호명,없음,보통,보통,보통,좋음,모름
인간과 행정,1,서현진,사회교육과,심화전공,4영역,수정,3.0/3.0/0.0,월/4-6,일반,,2.7,직접호명,한 번,많음,많음,보통,나쁨,모름
사회문제의 이해,1,정영선,사회교육과,심화전공,4영역,수정,3.0/1.5/1.5,수/7-9,일반(블렌디드형),오프라인 플립드러닝 / 외국어(영어)전용 강의,5,직접호명,두 번,없음,보통,너그러움,좋음,모름
동양윤리고전강독,1,김세종,윤리교육과,핵심전공,1영역,수정,3.0/3.0/0.0,목/4-6,일반,(구) 동양고전과 윤리,4.78,직접호명,두 번,없음,없음,보통,좋음,풀강
포스트휴먼 시대 윤리문제 탐구,1,이경희,윤리교육과,핵심전공,1영역,수정,3.0/3.0/0.0,목/7-9,일반(블렌디드형),오프라인 플립드러닝 강좌,2.14,직접호명,한 번,보통,없음,보통,나쁨,풀강
정치와 윤리,1,김혜림,윤리교육과,핵심전공,1영역,수정,3.0/3.0/0.0,수/7-9,일반,,4.34,직접호명,두 번,없음,없음,보통,좋음,모름
논리학,1,권수현,윤리교육과,핵심전공,1영역,수정,3.0/3.0/0.0,화/4-6,일반,,4.22,직접호명,두 번,보통,없음,보통,좋음,풀강
자기이해 및 윤리교육 진로탐색,1,이경희,윤리교육과,핵심전공,1영역,수정,1.0/1.0/0.0,금/4,일반,팀티칭 과목,모름,모름,모름,모름,모름,모름,모름,모름
다문화사회의 생명윤리,1,이경희,윤리교육과,핵심전공,2영역,수정,3.0/3.0/0.0,목/4-6,일반(블렌디드형),오프라인 플립드러닝 강좌,4,직접호명,두 번,보통,보통,너그러움,좋음,모름
윤리학개론,1,권수현,윤리교육과,핵심전공,2영역,수정,3.0/3.0/0.0,수/4-6,일반(블렌디드형),오프라인 플립드러닝 강좌,2.66,직접호명,두 번,보통,없음,보통,나쁨,모름
민주주의론,1,김혜진,윤리교육과,핵심전공,2영역,수정,3.0/3.0/0.0,월/4-6,일반,,2.09,직접호명,두 번,보통,보통,보통,나쁨,풀강 아님
도덕·윤리 수업설계 및 실행,1,문경호,윤리교육과,핵심전공,2영역,수정,3.0/1.0/2.0,수/7-9,일반,(구) 민주시민 가치교육론,4.4,전자출결,한 번,보통,없음,보통,좋음,모름
시민교육론,1,김혜수,윤리교육과,심화전공,3영역,수정,3.0/3.0/0.0,화/4-6,일반,,3.86,직접호명,두 번,보통,보통,보통,보통,풀강 아님
서양고전과 윤리,1,우맹식,윤리교육과,심화전공,3영역,수정,3.0/3.0/0.0,월/7-9,일반,,4,직접호명,모름,보통,없음,보통,보통,모름
도덕윤리 교과교육론,1,문경호,윤리교육과,심화전공,3영역,수정,3.0/2.0/1.0,화/7-9,일반,,4.38,전자출결,두 번,없음,없음,보통,보통,모름
한국윤리사상,1,김세종,윤리교육과,심화전공,3영역,수정,3.0/3.0/0.0,월/4-6,일반(블렌디드형),성신하이브리드러닝 강좌,5,모름,모름,모름,모름,모름,보통,모름
한국윤리사상사,1,김세종,윤리교육과,심화전공,4영역,수정,3.0/3.0/0.0,수/4-6,일반,"영어전용강좌
(구) 전통윤리",5,모름,모름,모름,모름,모름,좋음,모름
현대사회와 윤리 교과교육론,1,김정민,윤리교육과,심화전공,4영역,수정,3.0/3.0/0.0,수/7-9,일반,(구) 생활과 윤리 교과교육론,5,모름,모름,모름,모름,모름,좋음,모름
윤리와 논술,1,문경호,윤리교육과,심화전공,4영역,수정,3.0/2.0/1.0,목/7-9,일반,,3.11,직접호명,두 번,보통,없음,보통,보통,모름
근현대윤리이론,1,권수현,윤리교육과,심화전공,4영역,수정,3.0/3.0/0.0,목/4-6,일반(블렌디드형),오프라인 플립드러닝 강좌,4.2,직접호명,두 번,없음,보통,보통,좋음,모름
서예,1,이진선,한문교육과,핵심전공,1영역,수정,3.0/1.0/2.0,수/7-9,일반,,3.96,직접호명,없음,많음,없음,보통,좋음,모름
한자학입문,1,김용재,한문교육과,핵심전공,1영역,수정,3.0/3.0/0.0,화/4-6,일반(블렌디드형),기본이수과목,4.58,직접호명,두 번,없음,없음,너그러움,좋음,풀강
한자와 한문의 기초,1,장진엽,한문교육과,핵심전공,1영역,수정,3.0/3.0/0.0,목/4-6,일반,,4.9,직접호명,두 번,보통,많음,보통,좋음,모름
한문학개론,1,신영주,한문교육과,핵심전공,1영역,수정,3.0/3.0/0.0,수/4-6,일반,"기본이수과목, 국어국문학과 전공 인정 지정 과목",4.41,직접호명,두 번,보통,보통,너그러움,좋음,풀강 아님
자기이해 및 한문교육 진로 탐색,1,신영주,한문교육과,핵심전공,1영역,수정,1.0/1.0/0.0,목/3,일반,팀티칭 과목,모름,모름,모름,모름,모름,모름,모름,모름
한국고전신화읽기,1,장진엽,한문교육과,핵심전공,2영역,수정,3.0/3.0/0.0,월/7-9,일반,GeM 과목. 역사의 해석 영역,3.5,모름,두 번,보통,없음,보통,보통,풀강 아님
한문교육학 입문,1,황아영,한문교육과,핵심전공,2영역,수정,3.0/3.0/0.0,목/1-3,일반,,4.67,직접호명,두 번,보통,없음,보통,좋음,모름
논어강독,1,김용재,한문교육과,핵심전공,2영역,수정,3.0/3.0/0.0,월/4-6,일반(블렌디드형),,5,직접호명,두 번,없음,없음,너그러움,좋음,모름
한문 교과교육론,1,김은경,한문교육과,심화전공,3영역,수정,3.0/2.0/1.0,목/10-12,일반,"기본이수과목, 교과교육과목
교강사 채용 예정",4.5,직접호명,두 번,보통,없음,보통,좋음,모름
한국한문학사2,1,황아영,한문교육과,심화전공,3영역,수정,3.0/3.0/0.0,화/1-3,일반,,5,직접호명,두 번,보통,없음,너그러움,좋음,풀강 아님
시화강독,1,장진엽,한문교육과,심화전공,4영역,수정,3.0/3.0/0.0,월/4-6,일반,,4.5,직접호명,두 번,보통,없음,보통,좋음,모름
한중고사원문선독,1,김용재,한문교육과,심화전공,4영역,수정,3.0/3.0/0.0,수/7-9,일반(블렌디드형),,4.5,모름,모름,모름,모름,모름,좋음,모름
동요반주법 1,1,강보라,유아교육과,핵심전공,1영역,수정,1.0/0.0/2.0,화/7-8,일반,,4.09,직접호명,두 번,많음,없음,보통,좋음,풀강 아님
자기이해 및 유아교육 진로탐색,1,권정윤,유아교육과,핵심전공,1영역,수정,1.0/1.0/0.0,화/3,일반,,5,직접호명,없음,없음,없음,너그러움,좋음,모름
영유아발달,1,권정윤,유아교육과,핵심전공,1영역,수정,3.0/3.0/0.0,목/4-6,일반,,4.85,직접호명,두 번,보통,보통,보통,좋음,모름
유아교육개론,1,배지희,유아교육과,핵심전공,1영역,수정,3.0/3.0/0.0,화/4-6,일반,,4.84,직접호명,두 번,보통,보통,보통,좋음,풀강 아님
유아교육사상,1,권경숙,유아교육과,핵심전공,1영역,수정,3.0/3.0/0.0,목/7-9,일반,,4,직접호명,두 번,보통,보통,보통,좋음,모름
보육과정,1,황인애,유아교육과,핵심전공,2영역,수정,3.0/3.0/0.0,수/7-9,일반,,4.08,직접호명,두 번,보통,보통,보통,좋음,모름
유아과학교육,1,나영이,유아교육과,핵심전공,2영역,수정,3.0/2.0/1.0,수/4-6,일반,PBL 과목,3.75,전자출결,한 번,보통,보통,보통,나쁨,모름
동요반주법 3,1,강보라,유아교육과,핵심전공,2영역,수정,1.0/0.0/2.0,목/2-3,일반,,4.83,직접호명,두 번,보통,없음,너그러움,좋음,모름
유아언어교육,1,이윤영,유아교육과,핵심전공,2영역,수정,3.0/2.0/1.0,화/7-9,일반,,3.43,직접호명,두 번,보통,많음,보통,좋음,풀강
놀이지도,1,정미애,유아교육과,핵심전공,2영역,수정,3.0/3.0/0.0,목/4-6,일반,,3.88,전자출결,두 번,보통,보통,보통,보통,모름
유아사회교육,1,배지희,유아교육과,심화전공,3영역,수정,3.0/3.0/0.0,월/7-9,일반,,5,직접호명,두 번,보통,보통,보통,좋음,모름
디지털 미디어 유아교육 방법론,1,이유희,유아교육과,심화전공,3영역,수정,3.0/2.0/1.0,수/4-6,일반,구) 다매체 유아교육 방법론,모름,모름,모름,모름,모름,모름,모름,모름
유치원 교과교육론,1,전홍주,유아교육과,심화전공,3영역,수정,3.0/2.0/1.0,목/4-6,일반,,4.5,모름,모름,모름,모름,모름,좋음,모름
유치원 논리 및 논술,1,김고은,유아교육과,심화전공,3영역,수정,3.0/2.0/1.0,월/4-6,일반,,4.33,직접호명,두 번,보통,보통,보통,좋음,모름
유아동작교육,1,한은형,유아교육과,심화전공,3영역,수정,3.0/2.0/1.0,수/7-9,일반,,모름,모름,모름,모름,모름,모름,모름,모름
유아교사론,1,권정윤,유아교육과,심화전공,4영역,수정,3.0/3.0/0.0,월/4-6,일반,,5,직접호명,두 번,보통,보통,보통,좋음,모름
보육실습,1,황인애,유아교육과,심화전공,4영역,수정,3.0/1.0/2.0,목/3,일반,,5,직접호명,한 번,없음,많음,너그러움,좋음,풀강 아님
유아를 위한 세계시민교육,1,김고은,유아교육과,심화전공,4영역,수정,3.0/3.0/0.0,월/7-9,일반,,5,모름,모름,모름,모름,모름,좋음,모름
미술사1,1,이보연,미술대학,핵심전공,1영역,수정,2.0/2.0/0.0,수/5-6,일반,,5,전자출결,두 번,없음,없음,너그러움,좋음,모름
민화와 아이디어의 개발1,1,최소영,동양화과,핵심전공,1영역,수정,2.0/0.0/3.0,화/4-6,일반,[1학년전공탐색][GeM(문학과예술)],모름,모름,모름,모름,모름,모름,모름,모름
민화와 아이디어의 개발1,2,한상아,동양화과,핵심전공,1영역,수정,2.0/0.0/3.0,목/1-3,일반,[1학년전공탐색][GeM(문학과예술)],모름,모름,모름,모름,모름,모름,모름,모름
전통매체기법의 이해1,1,정성윤,동양화과,핵심전공,1영역,수정,2.0/0.0/3.0,화/7-9,일반,[1학년전공탐색][GeM(문학과예술)],모름,모름,모름,모름,모름,모름,모름,모름
전통매체기법의 이해1,2,김종규,동양화과,핵심전공,1영역,수정,2.0/0.0/3.0,월/7-9,일반,[1학년전공탐색][GeM(문학과예술)],모름,모름,모름,모름,모름,모름,모름,모름
획과 여백1,1,이혜진,동양화과,핵심전공,1영역,수정,2.0/0.0/3.0,월/4-6,일반,동양화과 1학년 A반 대상 수업,모름,모름,모름,모름,모름,모름,모름,모름
획과 여백1,2,권기범,동양화과,핵심전공,1영역,수정,2.0/0.0/3.0,화/4-6,일반,동양화과 1학년 B반 대상 수업,모름,모름,모름,모름,모름,모름,모름,모름
한국회화사,1,이보연,동양화과,핵심전공,2영역,수정,3.0/3.0/0.0,화/4-6,일반,동양화과 2학년 대상 수업,4.59,직접호명,두 번,없음,없음,보통,좋음,풀강
현대수묵화연구1,1,고현지,동양화과,핵심전공,2영역,수정,2.0/1.0/2.0,월/4-6,일반,동양화과 2학년 A반 수업,모름,모름,모름,모름,모름,모름,모름,모름
현대수묵화연구1,2,유근택,동양화과,핵심전공,2영역,수정,2.0/1.0/2.0,수/7-9,일반,동양화과 2학년 B반 수업,모름,모름,모름,모름,모름,모름,모름,모름
채색화기초1,1,최익진,동양화과,핵심전공,2영역,수정,2.0/0.0/3.0,수/4-6,일반,동양화과 2학년 A반 수업,3,직접호명,없음,보통,없음,너그러움,좋음,풀강 아님
채색화기초1,2,박소현,동양화과,핵심전공,2영역,수정,2.0/0.0/3.0,월/7-9,일반,동양화과 2학년 B반 수업,모름,모름,모름,모름,모름,모름,모름,모름
서화기초 1,1,이호억,동양화과,핵심전공,2영역,수정,2.0/0.0/3.0,목/7-9,일반,동양화과 2학년 A반 수업,1,모름,모름,모름,모름,모름,나쁨,모름
서화기초 1,2,문이원,동양화과,핵심전공,2영역,수정,2.0/0.0/3.0,금/4-6,일반,동양화과 2학년 B반 수업,모름,모름,모름,모름,모름,모름,모름,모름
현대동양화 1,1,김민주,동양화과,핵심전공,2영역,수정,2.0/0.0/3.0,월/7-9,일반,동양화과 2학년 A반 수업,5,모름,모름,모름,모름,모름,좋음,모름
현대동양화 1,2,권기범,동양화과,핵심전공,2영역,수정,2.0/0.0/3.0,"화/7,화/8-9",일반,동양화과 2학년 B반 수업,3.73,직접호명,두 번,많음,없음,보통,좋음,모름
조형과 표현1,1,정성윤,동양화과,핵심전공,2영역,수정,2.0/1.0/2.0,목/1-3,일반,동양화과 2학년 A반 수업,4.5,직접호명,모름,보통,없음,보통,좋음,모름
조형과 표현1,2,김지현,동양화과,핵심전공,2영역,수정,2.0/1.0/2.0,목/4-6,일반,동양화과 2학년 B반 수업,모름,모름,모름,모름,모름,모름,모름,모름
현장드로잉1,1,유근택,동양화과,심화전공,3영역,수정,2.0/0.0/3.0,수/4-6,일반,동양화과 3학년 A반 수업,4.17,직접호명,없음,보통,없음,보통,좋음,모름
현장드로잉1,2,임노식,동양화과,심화전공,3영역,수정,2.0/0.0/3.0,목/7-9,일반,동양화과 3학년 B반 수업,모름,모름,모름,모름,모름,모름,모름,모름
한국근현대동양화 이론과 현장,1,이보연,동양화과,심화전공,3영역,수정,2.0/2.0/0.0,월/5-6,일반,동양화과 3학년 대상 수업,4.79,직접호명,두 번,없음,없음,보통,좋음,풀강
